identifier_file,local_note,title,title_other,title_part,abstract,date_text,collection,collection_identifier,shelf_locator,extent,genre,form,language,name,name_role,name 2,name_role 2,publisher,place_of_origin,series_title,subject_geographic,subject_name,subject_name 2,subject_topical,subject_topical 2,project_title,repository,rights,public_note,public_note 2,note_provenance
0012_000416_000076,,13 sections of legal citations; top (last) page begins with Couch vs. State,,,Handwritten notes,[1925],Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 3","1 manuscript (4 pages, 14 in x 8 1/2 in)",,manuscripts (document genre),eng,"Hicks, Sue K.",Attributed name,,,,"Dayton, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,"[note: pages transcribed in order but kept out of order to preserve archival integrity in folder]
(1) 149 Tenn. 245, Davis v [illegible]not in point. applys to referal of [illegible]
(2) 148 Tenn. 337, T.S. Jordan vs. city of Cleveland. Holds, acts may [enhance?] [illegible] subject, without being wholly invalid.148 Tenn 278. Henderson v Breedon Bros.Holds, relative to to amendment of former statute.148 Tenn. 188. First National Bank v. Howard,Relative to uniform acknowlegdments.
(3) [stricken: 149 Tenn.]147 Tenn. 589. House vs. CrevelingHolds as to validity of the Reorganization Bill. ([good?] case) 147 Tenn. 421. Baker vs. State. Deals with validity of Act [stricken: reg] relative to storing liquor. States purpose of sec. 17, art. 2.
(4) 146 Tenn. 168. Reed vs. Mayor & Aldermen of Athens, Holds this section to be construed liberally. P. 173.146 Tenn. 419. Mitchell vs. Usilton. Silas WilliamsÃ¢â‚¬â„¢ case relative to workmanÃ¢â‚¬â„¢s compensation act. very brief.146 Tenn. 615. Edwards vs. Davis. Decided unconstitutional under other sections.
(5) 145 Tenn. 678. Minter vs. State. applys as to amendments of liquor law.145 Tenn. 471. Cavender vs. Hewitt. Relates to garnishment of municipal officers, not very good.145 Tenn. 499. Sherrill vs. Thomason. not in point at all.
145 Tenn. 318. Willis vs. Mann Const. Co. Refers to amendment of former statute referring to Laborers Lien on assets of a corporation.145 Tenn. 361. Greenwood vs. Rickman. The act in question provides for issuing of bonds, for the levying of taxes to pay the same etc, and to provide a fund to lengthen the school [stricken: fund] term [etc.?], and to amend charter of Algood.
(6) 144 Tenn. 255. Wright vs. Donaldson. Statute relating to road in certain counties.144 Tenn. [stricken: 255] 159.As to acts of 1919, Bureau of Workshop & Factory Inspection Act. (good case)
(7) [stricken: 143 Tenn. 628. Carter vs. Carter. not in point.][stricken: 143 Tenn. 587. State vs. Anderson. Relates to [Dog?] [Tax?] Statute.](not very goo)143 Tenn. 452. Jackson v. Bell (456)Held, act Creating office of Fire Prevention commissioner not invalid as containing matter not within caption.143 Tenn. 628, Williamson county vs. Franklin & Spring Hill Turnpike C. As to Revenue for Highway Department and eminent domain. (good case)143 Tenn Ã‚Â 587. Bell vs. Hart. act removing disabitilies and exempting married womanÃ¢â‚¬â„¢s homestead- Extra good)
143 Tenn. 247. Davis vs. Hailey. Act regulation real estate agents not invalid as containing two subjects.143 Tenn. 86. Scott vs. nashville Bridge Co. (10 3) Holds compensation act not broader than title. Extra good.143 Tenn. 55. Wilson vs. State.Held statute regarding raising of revenue & building of roads does not contain the subjects.
(8) 142 Tenn. 382. Swift & Co vs. Hailey. Relative to taxation. As to amendment142 Tenn. 215. [stricken: Not good.)] Hill Roberts (not good).142 Tenn 94. Stinnett v. State. [Holds?] as to amendment.[stricken: 14 4 Tenn.]
(9) 141 Tenn. 645. (662) Vertrees vs. State Board of Elections. (no good)141 Tenn. 618. city of Memphis vs. Enloe. (as to amendment.)141 Tenn. 405. State ex rel. vs. city of Nashv[ille?] (as to amendment)
(10) 140 Tenn. 582. Kizer vs. StateLiquor case. Exra good.140 Tenn. 549. Gill vs. McKinney (no good)
140 Tenn. 156. Couch vs. State. Statute fixing criminal jurisdic[tion?] on Missippi River. good case (Extra)
(11) 139 Tenn. 680. Moye vs. State.Statute requiring husband to require for wives not invalid. [illegible] [embrace?] more than one subject.139 Tenn. 332. Chatt. Ry & Lgt. Co. vs. Bettis. Holds as to [illegible] law in Hamilton Co. as to amendment.
(12) 138 Tenn. 88. City Lumber Co v. Temple. not in point. Holds as to [amendment?]
(13) 137 Tenn. 590. Wilson vs Wilson, as to amendment.137 Tenn. 491. Railroad v. Mayor & Aldemen of Union City. Amendment.",
0012_000416_000077,,Letter to Mr. Marr from unknown party,,,"Letter includes case citations, schoolbook information",1925-06-03,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 3",1 letter (1 page),,correspondence,eng,unknown,Creator,,,,,,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Author is unlikely to be either Hicks brother as they are referenced in the letter.,,
0012_000416_000078,,Cases of State of Tennessee vs. J. T. Scopes,,,Typewritten notes listing citations on W.B. Marr's stationery; note added at end in pencil,1925-06-03,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 3",1 manuscript (1 page),,manuscripts (document genre),eng,"Marr, W.B.",Attributed name,,,,"Nashville, TN (I am 99.8% sure this is the place of creation, but it is not explicitly stated)",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000079,,"""A Civic Biology"", By George W. Hunter",,,Typewritten manuscript lists evolution-related pages of a textbook assigned by Scopes to students.,[1925],Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 3","1 manuscript (1 page, 14 in x 8 1/2 in)",,manuscripts (document genre),eng,"Hicks, Sue K.",Attributed name,,,,"Dayton, TN",,,,,Textbooks,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000080,,Definitions,,,"Typewritten manuscript includes Webster's Unabridged Dictionary definitions on Darwinism and science, and the Standard Dictionary definition on science.",[1925],Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 3","1 manuscript (1 page, 14 in x 8 1/2 in)",,manuscripts (document genre),eng,"Hicks, Sue K.",Attributed name,,,,"Dayton, TN",,,,,Science,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000081,,Evolution,,,"Typewritten manuscript, includes multiple meanings of the word ""Evolution""",[1925],Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 3","1 manuscript (1 page, 14 in x 8 1/2 in)",,manuscripts (document genre),eng,"Hicks, Sue K.",Attributed name,,,,"Dayton, TN",,,,,Evolution,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000082,,Cases to be digested and briefed.,,,Typewritten manuscript includes list of cases with some handwritten notations,[1925],Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 3","1 manuscript (1 page, 14 in x 8 1/2 in)",,manuscripts (document genre),eng,"Hicks, Sue K.",Attributed name,,,,"Dayton, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000083,,"(B) Article X1 (sic), section 12, Tennessee Constitution (Literature and Science) [on top page]",,,Typewritten manuscript containing articles used by the defense to challenge the indictment.,[1925],Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 3","1 manuscript (12 pages, 14 in x 8 1/2 in)",,manuscripts (document genre),eng,"Hicks, Sue K.",Attributed name,,,,"Dayton, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",Public domain.,,,
0012_000416_000084,,Excerpted articles from TN and US constitutions,,,Typewritten manuscript containing articles used by the defense to challenge the indictment.,[1925],Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 3","1 manuscript (2 pages, 14 in x 8 1/2 in)",,manuscripts (document genre),eng,"Hicks, Sue K.",Attributed name,,,,"Dayton, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",Public domain.,,,
0012_000416_000085,,Brief on Section 12 Article XI Tennessee Contitution on Literature and Science,,,Typewritten manuscript proposes 6 arguments on legislative authority and state independence outside the bounds of the US Constitution,[1925],Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 3","1 manuscript (7 pages, 14 in x 8 1/2 in)",,manuscripts (document genre),eng,"Hicks, Sue K.",Attributed name,,,,"Dayton, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000086,,Fourth (Violates spirit of both state and federal constitution) (top page),,,Typewritten manuscript containing articles used by the defense to challenge the indictment,[1925],Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 3","1 manuscript (7 pages, 14 in x 8 1/2 in)",,manuscripts (document genre),eng,"Hicks, Sue K.",Attributed name,,,,"Dayton, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000087,,"Letter from W.E. Ryan, M.E. to the Lawyer in Charge of the State of Tennessee, vs. Prof. John T. Scopes' Case",,,Letter enclosing clippings from the Washington Post and volunteering to testify at the trial as a mining expert with practical knowledge of fossils.,1925-06-10,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 4",1 letter (1 page),,correspondence,eng,"Ryan, W.E.",Creator,,,,"Washington, DC",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,"Handwritten note at top: (To Hon. W.J. Bryan. 
Copy of letter sent.)",
0012_000416_000088,,"""A Witness"" by John M. Jenkins",,,Typewritten manuscript of Bible quotes arranged to present a Biblical narrative,unknown,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 4",1 manuscript (60 pages),,manuscripts (document genre),eng,"Jenkins, John W.",Creator,,,,,,,,,Bible,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000089,,"""Science"" magazine",,,"Complete issue; reprints speech ""Evolutionary Faith and Modern Doubts"" by William Bateson pgs 55-61; ultimately affirms evolutionary theory",1922-01-20,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 4",1 magazine (40 pages; article is 7 pages),,periodicals,eng,,,,,The Science Press,"Utica, NY",,,,,Science,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",Public domain.,,,
0012_000416_000090,,Who Is God,,,Typewritten poem about the incompatibility of evolution with Christianity.,unknown,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 4","1 manuscript (2 pages, 14 in x 8 1/2 in)",,manuscripts (document genre),eng,"Johnston, William B.",Creator,,,,"Kansas City, MO",,,,,Bible and evolution,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000091,,Postcard from J.G. Butel to William Jennings Bryan,,,"Typewritten card contains citation of 1872 Ohio case as ""partial authority.""",1925-07-08,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 4","1 postcard (2 pages, 3 1/4 in x 5 1/2 in)",,correspondence,eng,"Butel, J.G.",Creator,,,,"Dayton, OH",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000092,,"On the second of August, '24 it was my privilege...",,,Letter from unknown party describes questioning Leopold and Loeb as to their views on religion and evolution.,unknown,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 4","1 letter (7 pages, 10 1/4 in x 5 1/2 in)",,correspondence,eng,unknown,Creator,,,,,,,,,Bible and evolution,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Written on the reverse of election ballots; some scorch marks.,"1.On the second of August, Ã¢â‚¬Ëœ24 it was my privilege, through the kindness of Mr. Money-penny, Warden of the Cook Co. jail, to interview the daring criminals, Leopold and Loeb, on their religious be-liefs; and particularly with reference to the relation of the doctrine of evolution as taught in Chicago University, and their [consequent?] philosophy of life. Most of the answers to my questions were given by Leopold, Loeb nodding affirmation to his pals view when I repeated what Leopold had said, in answer to my questions. (2.) After the preliminaries of explanation as to the occasion of my visit, I said, Ã¢â‚¬Å“Do you believe in evolution?Ã¢â‚¬ï¿½ He replied, Ã¢â‚¬Å“I most certainly do; all sane people believe in evolution.Ã¢â‚¬ï¿½ [note: some of the following was later underlined.] Ã¢â‚¬Å“What theory of evolution do you [stricken: accept} hold?Ã¢â‚¬ï¿½ He said, Ã¢â‚¬Å“I believe in Orthogenesis.Ã¢â‚¬ï¿½ Ã¢â‚¬Å“And what is your conception of Orthogenesis?Ã¢â‚¬ï¿½Ã¢â‚¬Å“Well, it is the very latest theory of evolution - later than the Darwin[illegible], Lamarckian or the Freudian.Ã¢â‚¬ï¿½Ã¢â‚¬Å“Is there any room for God in your theory?Ã¢â‚¬ï¿½Ã¢â‚¬Å“Absolutely no,Ã¢â‚¬ï¿½ he said with emphasis, quickly adding, Ã¢â‚¬Å“You must be a follower of (3.)William Jennings BryanÃ¢â‚¬ï¿½. I replied - [stricken: Ã¢â‚¬Å“I did] Ã¢â‚¬Å“I do not claim to be a follower of any one but the Lord Jesus Christ, and a very poor one at that, but as between Mr. Bryan and his critics my sympathies are de-cidedly with Mr. Bryan.Ã¢â‚¬ï¿½ He grew quite animated at once and scoffed back: Ã¢â‚¬Å“Well pardon me for insult-ing a friend, but I think William Jennings Bryan is the biggest fool ever turned loose in America on the evolutionary question.Ã¢â‚¬ï¿½ I then utilized my remaining lim-ited time by expressing my profound conviction (4.)that the sad predicament in which he found him-self was the direct [fruit?], of which his evolutionary beliefs were the root, and submitted to their consider-ation the little book en-titled Ã¢â‚¬Å“The reason whyÃ¢â‚¬ï¿½ which both boys promised me faithfully they would read. That afternoon while some students from Michigan and Chicago Universities where testifying, an inter-ested listener who sat be-side me behind Judge CaverlyÃ¢â‚¬â„¢s desk, as he had kindly invited us to seat there where we could hear [more?] readily, remarked to me(5.) that he had taught Loeb in the department of Psychol-ogy, in which he served as an Assistant Professor. I then expressed to him my delight of the privilege of meeting him, recounted my conversation with the boys as recorded a-bove, and asked if they had correctly reported that teaching of the University. He replied that they had, and I further asked if in his judgment there views were shared by the teachers of science in the University and he as-sured me they were, and also shared by himself.(6.)Amongst the details of my questioning of Leo-pold that I recall, was the question whether he considered we are direct descendants from mon-keys; he replied Ã¢â‚¬Å“oh no, that is not scientific; the correct and latest sci-entific view is that both man and monkey are descended from the same source which is now be-ing sought and commonly known as the Ã¢â‚¬Å“missing linkÃ¢â‚¬ï¿½. I further asked Ã¢â‚¬Å“what then he considered [our?] relation-[illegible: shi?]p to the monkey to be?Ã¢â‚¬ï¿½ He replied Ã¢â‚¬Å“I would say we are distant cousins.Ã¢â‚¬ï¿½ I repeated this to the [stricken: C of] U of C Professor(7.)and asked if the young men were scientifically ac-curate in this view and he said Ã¢â‚¬Å“quite soÃ¢â‚¬ï¿½, but added that he wouldnÃ¢â‚¬â„¢t say Mr. L. was correct in say-ing Orthogenesis was the very latest evolutionary theory and left me with the impression that the whole question is in such a nebulous state from the scientific standpoint that no man could claim the right to state dog-matically that any par-ticular theory is Ã¢â‚¬Å“the very latest.Ã¢â‚¬ï¿½",
